DOPLogNumber,Project,Year,Month,SerialNumber,Date,Station,Region,Species,Time,Depth,SurfaceTemperature,SurfaceConductivity,SurfacePPT,BottomTemperature,BottomConductivity,BottomPPT,Secchi,Turbidity,TotalBodyWeight,GutContents,ForkLength,TotalGutContentWeight,TotalNumberofPrey,TotalPreyWeight,Gut Fullness,FullnessRank,DigestionRank,Acanthocyclops spp,Acartiella copepodid,Acartiella sinensis,Barnacle nauplii,Bosmina spp,Calanoid copepodid,Ceriodaphnia spp,Chironomid larvae,Clams,Copepod nauplii,Corophium type,Crab zoea,Cumaceans,Cyclopoid copepodid,Daphnia spp,Diacyclops spp,Diaphanosoma spp,Diaptomus copepodid,Diaptomus spp,Eucyclops spp,Eurytemora copepodid,Eurytemora nauplii,Eurytemora spp,Gammarus type,Harpacticoids,Hyperacanthomysis longirostris,Isopods,Limnoithona copepodid,Limnoithona spp,Nippoleucon hinumensis,Oithona davisae,Osphranticum,Ostracods,Other cladocera,Other cyclopoid,Other malacostraca,Other rotifer,Other zooplankton,Palaemon,Prickly Sculpin,Pseudodiaptomus copepodid,Pseudodiaptomus forbesi,Pseudodiaptomus marinus,Pseudodiaptomus nauplii,Pseudodiaptomus spp,Sinocalanus copepodid,Sinocalanus nauplii,Sinocalanus spp,Terrestrial invertebrates,Tortanus copepodid,Tortanus dextrilobatus,Tortanus spp,Tridentiger spp,Unid amphipod,Unid calanoid,Unid cladocera,Unid copepod,Unid cumacean,Unid cyclopoid,Unid fish,Unid mysids
270,EDSM,2019,7,329,7/9/2019 0:00,19-50-SM03,Suisun Marsh,delta smelt,12/30/1899 13:33:00,5.4,22.6,3883,2.02,,,,18,75.5,0.3,y,35,3.11E-03,32,1.52E-03,0.5,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,EDSM,2019,7,330,7/10/2019 0:00,19-50-SBM01,Suisun Bay,delta smelt,12/30/1899 11:39:00,9.5,20.79,6663,3.62,,,,20,56.29,1.05,Y,52,0.01,152,0.01,1.21,3,2,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,59,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0
272,EDSM,2019,7,331,7/16/2019 0:00,19-51-SBW02,Suisun Bay,delta smelt,12/30/1899 9:30:00,6.3,21.2,10833,6.12,,,,20,188,0.37,N,42,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,EDSM,2019,7,332,7/30/2019 0:00,19-53-SBW01,Suisun Bay,delta smelt,12/30/1899 7:52:00,4.4,21.1,15295,8.89,,,,17,252,0.65,n,46,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,EDSM,2019,7,333,7/30/2019 0:00,19-53-SBM03,Suisun Bay,delta smelt,12/30/1899 8:57:00,7.2,21.7,10608,5.98,,,,54,46.29,1.2,y,51.5,6.10E-03,29,1.97E-03,0.16,1,2,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
275,EDSM,2019,7,335,7/31/2019 0:00,19-53-GB01,Suisun Marsh,delta smelt,12/30/1899 11:56:00,2.4,21.79,12401,7.08,,,,34.99,37.79,0.69,y,46,0.01,94,2.55E-03,0.36,3,1,0,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,EDSM,2019,7,417,7/3/2019 0:00,19-49-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 7:46:00,10,23.1,835,0.39,,,,68.99,28,0.38,y,38,1.96E-03,7,4.30E-04,0.11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
277,EDSM,2019,7,418,7/3/2019 0:00,19-49-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 8:17:00,10,23.2,849,0.39,,,,67,26.39,0.39,y,39,2.17E-03,4,1.13E-04,0.02,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
278,EDSM,2019,7,419,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:34:00,10.2,22.5,566,0.25,,,,56.99,36.5,0.86,y,50,3.78E-03,6,2.57E-04,0.02,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,EDSM,2019,7,420,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:34:00,10.2,22.5,566,0.25,,,,56.99,36.5,0.72,n,49,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,EDSM,2019,7,421,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:34:00,10.2,22.5,566,0.25,,,,56.99,36.5,0.52,n,49,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,EDSM,2019,7,422,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.88,y,48,0.02,13,0.01,1.36,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
282,EDSM,2019,7,423,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.7,y,48,3.25E-03,2,6.86E-05,9.79E-03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,EDSM,2019,7,424,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.76,n,47,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,EDSM,2019,7,425,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.53,n,42.5,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,EDSM,2019,7,426,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.55,n,44.5,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,EDSM,2019,7,427,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.65,y,47,2.60E-04,2,6.05E-05,9.27E-03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,EDSM,2019,7,428,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.86,y,49,,1,3.25E-05,3.76E-03,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
288,EDSM,2019,7,429,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.96,y,50,0.01,1,0.03,3.12,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
289,EDSM,2019,7,430,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,1.2,y,54,4.26E-03,1,5.49E-05,4.56E-03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,EDSM,2019,7,431,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.52,N,46,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,EDSM,2019,7,432,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.54,Y,42,1.78E-03,7,4.53E-04,0.08,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
292,EDSM,2019,7,433,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.48,y,43,2.64E-03,6,8.32E-04,0.17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
293,EDSM,2019,7,434,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.73,N,46.5,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,EDSM,2019,7,435,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.73,n,47,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,EDSM,2019,7,436,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.71,y,46,8.08E-03,13,5.15E-03,0.72,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
296,EDSM,2019,7,437,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.36,n,37,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,EDSM,2019,7,440,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.44,N,41,3.80E-04,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,EDSM,2019,7,441,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.45,Y,44,2.03E-03,5,3.22E-04,0.07,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
299,EDSM,2019,7,442,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.68,n,44,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,EDSM,2019,7,443,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,1.12,n,51,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,EDSM,2019,7,444,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.59,y,42,3.99E-03,1,5.49E-05,9.22E-03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,EDSM,2019,7,445,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.47,n,42,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,EDSM,2019,7,446,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.48,n,40,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,EDSM,2019,7,447,7/3/2019 0:00,19-49-LSSC01,Sac DW Ship Channel,delta smelt,12/30/1899 9:50:00,10.3,22.39,576,0.26,,,,49,37.7,0.68,n,45,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,EDSM,2019,7,448,7/3/2019 0:00,19-49-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:18:00,9.9,22.7,464.5,0.2,,,,56,38.2,1.08,y,53,,74,4.09E-03,0.37,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,14,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
306,EDSM,2019,7,449,7/3/2019 0:00,19-49-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:18:00,9.9,22.7,464.5,0.2,,,,56,38.2,0.62,y,43,3.21E-03,44,2.78E-03,0.44,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
307,EDSM,2019,7,450,7/3/2019 0:00,19-49-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:18:00,9.9,22.7,464.5,0.2,,,,56,38.2,0.62,y,42,2.46E-03,19,9.99E-04,0.16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0
308,EDSM,2019,7,451,7/3/2019 0:00,19-49-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:18:00,9.9,22.7,464.5,0.2,,,,56,38.2,0.71,y,46,6.13E-03,89,5.32E-03,0.74,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
309,EDSM,2019,7,452,7/3/2019 0:00,19-49-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:18:00,9.9,22.7,464.5,0.2,,,,56,38.2,0.8,y,46,6.02E-03,78,5.26E-03,0.65,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
310,EDSM,2019,7,453,7/3/2019 0:00,19-49-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:34:00,9.8,22.6,507.39,0.22,,,,51.99,40.2,0.9,y,48,0.01,109,6.97E-03,0.77,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0
311,EDSM,2019,7,454,7/3/2019 0:00,19-49-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:34:00,9.8,22.6,507.39,0.22,,,,51.99,40.2,0.53,y,41,2.95E-03,7,3.45E-04,0.06,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
312,EDSM,2019,7,455,7/3/2019 0:00,19-49-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:34:00,9.8,22.6,507.39,0.22,,,,51.99,40.2,0.68,y,44,5.14E-03,63,3.68E-03,0.53,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,2,0,0,0,1,0,45,0,0,0,0,0,0,1,0,0,0,0,0,1
313,EDSM,2019,7,456,7/3/2019 0:00,19-49-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:34:00,9.8,22.6,507.39,0.22,,,,51.99,40.2,0.67,y,43,8.61E-03,75,5.14E-03,0.75,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
314,EDSM,2019,7,459,7/3/2019 0:00,19-49-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 11:34:00,9.8,22.6,507.39,0.22,,,,51.99,40.2,1.14,y,53,0.01,145,8.16E-03,0.71,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,15,43,0,0,0,2,0,74,0,0,0,0,0,0,2,0,0,0,0,0,1
315,EDSM,2019,7,460,7/10/2019 0:00,19-50-CS05,Cache Slough LI,delta smelt,12/30/1899 11:02:00,9.9,21.2,143.19,0.05,,,,107,13,0.24,y,35,5.53E-03,96,5.27E-03,2.16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,EDSM,2019,7,461,7/24/2019 0:00,19-52-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 9:29:00,9.8,23.5,544,0.24,,,,34.99,33.4,0.83,y,52,4.74E-03,20,8.31E-04,0.09,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317,EDSM,2019,7,462,7/24/2019 0:00,19-52-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 9:43:00,10.7,23.6,507,0.22,,,,36,34.59,0.7,y,44,,14,4.45E-04,0.06,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
318,EDSM,2019,7,463,7/24/2019 0:00,19-52-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 9:43:00,10.7,23.6,507,0.22,,,,36,34.59,0.61,y,45,7.78E-03,38,1.55E-03,0.25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,11,0,1,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0
319,EDSM,2019,7,465,7/25/2019 0:00,19-52-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 9:31:00,9.9,24.6,787,0.36,,,,49,18.2,0.48,y,41,7.82E-03,7,3.37E-04,0.06,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,EDSM,2019,7,466,7/25/2019 0:00,19-52-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 9:31:00,9.9,24.6,787,0.36,,,,49,18.2,0.53,y,43,3.69E-03,11,1.12E-04,0.02,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,EDSM,2019,7,467,7/25/2019 0:00,19-52-LSSC02,Sac DW Ship Channel,delta smelt,12/30/1899 9:31:00,9.9,24.6,787,0.36,,,,49,18.2,0.42,y,40,1.45E-03,6,2.44E-04,0.05,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,EDSM,2019,7,549,7/24/2019 0:00,19-52-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 9:43:00,10.7,23.6,507,0.22,,,,36,34.59,0.68,y,46,3.57E-03,10,6.67E-04,0.09,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
323,EDSM,2019,7,550,7/24/2019 0:00,19-52-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 9:43:00,10.7,23.6,507,0.22,,,,36,34.59,0.84,y,51,3.62E-03,42,1.34E-03,0.15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14,0,0,0,0,0,0,3,1,2,0,0,0,0
324,EDSM,2019,7,551,7/24/2019 0:00,19-52-LSSC03,Sac DW Ship Channel,delta smelt,12/30/1899 9:43:00,10.7,23.6,507,0.22,,,,36,34.59,0.46,y,41,3.14E-03,26,7.70E-04,0.16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,4,0,0,0,0,0,0,9,0,0,0,1,0,0
